"GENC","Country/Area Name","Year","GROUP","Population","% of Population","Male Population","% of Males","Female Population","% of Females","Sex ratio of the population"
"VN","Vietnam","2029","63","1041408","0.9457465412383055","498713","0.9004388979030739","542695","0.9915973999261714","0.9189563198481652"
"VN","Vietnam","2029","64","1070548","0.97220980463909","505064","0.9119057885607916","565484","1.0332368348701408","0.8931534756067369"
"VN","Vietnam","2029","65","1020438","0.9267027995253868","476368","0.8600944369131976","544070","0.9941097621644422","0.875563806127888"
"VN","Vietnam","2029","66","983608","0.8932559226876758","459703","0.8300053591599512","523905","0.9572648279573625","0.8774548820874013"
"VN","Vietnam","2029","67","805933","0.7319017591758573","373231","0.6738779825335657","432702","0.7906212110722489","0.8625589897897398"
"VN","Vietnam","2029","68","941834","0.8553191908652884","428428","0.7735375579758661","513406","0.9380813434921933","0.8344818720466843"
"VN","Vietnam","2029","69","871740","0.7916638722374713","390670","0.7053645368053246","481070","0.8789978923382069","0.8120855592741181"
"VN","Vietnam","2029","70","786930","0.714644333149601","339037","0.612139853238966","447893","0.8183777890806672","0.7569598095973815"
"VN","Vietnam","2029","71","737535","0.6697866497013597","325283","0.5873066593944926","412252","0.7532555326921456","0.7890392284330944"
"VN","Vietnam","2029","72","634475","0.5761935156558946","275938","0.49821301752626934","358537","0.6551089598712531","0.769622103158112"
"VN","Vietnam","2029","73","581176","0.527790445100012","246543","0.44513960375149136","334633","0.6114322275486129","0.7367563868476809"
"VN","Vietnam","2029","74","573111","0.5204662783420393","245571","0.44338463323987093","327540","0.5984720927442083","0.7497435427734017"
"VN","Vietnam","2029","75","458778","0.41663565739482256","190956","0.3447758734742815","267822","0.48935700318415876","0.7129959450679929"
"VN","Vietnam","2029","76","442921","0.40223524669659877","178434","0.3221670866980349","264487","0.483263382773516","0.6746418538529304"
"VN","Vietnam","2029","77","328345","0.29818394719734376","129267","0.23339482831856526","199078","0.36374985430582985","0.6493284039421734"
"VN","Vietnam","2029","78","358879","0.32591316081023175","141308","0.25513515746509025","217571","0.3975397560311722","0.6494799398816938"
"VN","Vietnam","2029","79","315951","0.2869284329012105","118078","0.21319280665753482","197873","0.36154811139883597","0.5967362904489243"
"VN","Vietnam","2029","80","251577","0.2284676875970889","91015","0.1643298776904718","160562","0.2933744768736508","0.5668526799616348"
"VN","Vietnam","2029","81","220441","0.20019177238614771","81414","0.1469950300751752","139027","0.25402631629098443","0.5855984808706223"
"VN","Vietnam","2029","82","168543","0.15306100903769485","61674","0.11135396227745051","106869","0.19526810184857055","0.5770990652106784"
"VN","Vietnam","2029","83","154317","0.14014177825047588","54482","0.09836862491163308","99835","0.18241577022384453","0.5457204387238944"
"VN","Vietnam","2029","84","136406","0.1238760434951069","45575","0.08228681179743177","90831","0.1659639087013775","0.5017560084112253"
"VN","Vietnam","2029","85","109018","0.09900384521025149","34598","0.06246756148255719","74420","0.13597818019791166","0.4649019080892233"
"VN","Vietnam","2029","86","107591","0.09770792630589599","32645","0.05894137073235678","74946","0.13693927295233388","0.4355802844714861"
"VN","Vietnam","2029","87","90271","0.08197890358449625","25103","0.04532409954033856","65168","0.11907317988628738","0.3852043947949914"
"VN","Vietnam","2029","88","96551","0.08768203653428784","27993","0.050542067419539385","68558","0.125267294786461","0.40831121094547684"
"VN","Vietnam","2029","89","79392","0.07209922470539072","22008","0.03973599899150584","57384","0.10485046885886809","0.383521539104977"
"VN","Vietnam","2029","90","59068","0.05364214284686139","15670","0.028292580161618338","43398","0.07929563375744383","0.3610765473063275"
"VN","Vietnam","2029","91","55806","0.05067978302485181","13577","0.0245136158809376","42229","0.07715966906177923","0.32150891567406287"
"VN","Vietnam","2029","92","43252","0.03927896597840538","10156","0.018336914111129282","33096","0.06047210228204897","0.30686487793086775"
"VN","Vietnam","2029","93","34839","0.031638765738501454","7533","0.013601021465058772","27306","0.049892773293256865","0.27587343441001977"
"VN","Vietnam","2029","94","27480","0.024955747366285485","5456","0.009850945587861497","22024","0.04024164795322233","0.24772974936432982"
"VN","Vietnam","2029","95","21818","0.019813846289578482","4257","0.007686120851819354","17561","0.03208697692092887","0.24241216331643983"
"VN","Vietnam","2029","96","17062","0.015494722036519758","3121","0.005635044204493353","13941","0.02547261233726265","0.22387203213542786"
"VN","Vietnam","2029","97","11552","0.01049085857261026","1931","0.003486469195410658","9621","0.01757922697774937","0.20070678723625401"
"VN","Vietnam","2029","98","10378","0.009424699642187437","1802","0.0032535564423252237","8576","0.0156698316766634","0.21012126865671643"
"VN","Vietnam","2029","99","7059","0.0064105757153787935","1094","0.001975244588181906","5965","0.010899084182753871","0.18340318524727578"
"VN","Vietnam","2029","100+","11940","0.010843217742119677","1432","0.0025855121117701","10508","0.019199929018001285","0.13627712219261515"
"VN","Vietnam","2030","TOTAL","110900897","100","55791865","100","55109032","100","1.0123905823640669"
"VN","Vietnam","2030","0","1456629","1.3134510535113166","758592","1.3596820970225676","698037","1.2666471804476624","1.086750415808904"
"VN","Vietnam","2030","1","1469375","1.3249441977011243","766168","1.3732611376228416","703207","1.276028582755727","1.0895340916685983"
"VN","Vietnam","2030","2","1484523","1.3386032396113081","775016","1.389120080499191","709507","1.2874604656456314","1.0923303082281077"
"VN","Vietnam","2030","3","1500936","1.3534029395632392","784515","1.4061458601536265","716421","1.3000065034711552","1.0950474651078068"
"VN","Vietnam","2030","4","1518560","1.3692946054349766","794646","1.4243044214420866","723914","1.3136031857717987","1.0977077387645493"
"VN","Vietnam","2030","5","1538227","1.387028456586785","805854","1.4443933716859976","732373","1.3289527567822277","1.1003327539382255"
"VN","Vietnam","2030","6","1559827","1.4065053053628591","818078","1.466303375949164","741749","1.3459663018577426","1.1029040821086378"
"VN","Vietnam","2030","7","1583121","1.4275096440383166","831200","1.4898229338632074","751921","1.364424256263474","1.1054352784401553"
"VN","Vietnam","2030","8","1604385","1.4466835196112076","843293","1.511498136869954","761092","1.381065811498921","1.1080040257945163"
"VN","Vietnam","2030","9","1624202","1.464552626657294","854650","1.5318541511383426","769552","1.3964171970939356","1.1105812212819925"
"VN","Vietnam","2030","10","1646203","1.4843910595240721","867142","1.5542445121703674","779061","1.4136720819193487","1.113060466381965"
"VN","Vietnam","2030","11","1649875","1.4877021238160049","875560","1.5693327333653393","774315","1.4050600634756205","1.1307542795890562"
"VN","Vietnam","2030","12","1644194","1.4825795322467048","873685","1.5659720283593317","770509","1.3981537545424496","1.133906287921361"
"VN","Vietnam","2030","13","1663491","1.4999797521926266","879127","1.5757261385687682","784364","1.4232948239773109","1.1208150807533237"
"VN","Vietnam","2030","14","1683776","1.5182708576288613","891141","1.5972597438712617","792635","1.4383032530856286","1.1242766216480473"
"VN","Vietnam","2030","15","1681526","1.5162420192146868","889875","1.5949905958512052","791651","1.4365177018533004","1.1240748764291335"
"VN","Vietnam","2030","16","1675748","1.511031962167087","888579","1.5926676765510528","787169","1.4283847337401971","1.128828752148522"
"VN","Vietnam","2030","17","1655722","1.4929743985749728","878077","1.5738441437654036","777645","1.4111026301459986","1.1291489047058747"
"VN","Vietnam","2030","18","1611496","1.4530955507059604","851057","1.5254141441588303","760439","1.3798808877644593","1.119165376841535"
"VN","Vietnam","2030","19","1581122","1.4257071338205676","832901","1.4928717654446577","748221","1.3577102932963874","1.1131751180466734"
"VN","Vietnam","2030","20","1570413","1.4160507646750593","824557","1.477916180073923","745856","1.353418800751209","1.1055176870602368"
"VN","Vietnam","2030","21","1574635","1.4198577672460124","827986","1.4840622373889096","746649","1.3548577663276684","1.10893605964784"
"VN","Vietnam","2030","22","1564095","1.4103537864080575","824217","1.4773067722328335","739878","1.3425712140978996","1.1139904146359265"
"VN","Vietnam","2030","23","1538985","1.3877119497058712","804831","1.4425597710347198","734154","1.332184531929358","1.0962699923994148"
"VN","Vietnam","2030","24","1526922","1.3768346706880108","787611","1.411695056259546","739311","1.341542344637808","1.0653310988203881"
"VN","Vietnam","2030","25","1544139","1.3923593422332734","790754","1.4173284940376163","753385","1.3670808080969377","1.0496014653862236"
"VN","Vietnam","2030","26","1512029","1.3634055637981","774109","1.3874943954642849","737920","1.3390182574791007","1.0490419015611447"
"VN","Vietnam","2030","27","1487828","1.34158337781524","761517","1.3649247968319396","726311","1.3179527450237194","1.048472348622009"
"VN","Vietnam","2030","28","1494861","1.3479250758449681","764928","1.3710385913788685","729933","1.3245251703931218","1.0479427563899701"
"VN","Vietnam","2030","29","1466328","1.322196699635351","750145","1.3445418969235032","716183","1.2995746323397588","1.0474208407627659"
"VN","Vietnam","2030","30","1456326","1.3131778366048743","744849","1.3350494736105345","711477","1.2910351972794587","1.0469052407878259"
"VN","Vietnam","2030","31","1443181","1.3013249117362866","737947","1.32267849443642","705234","1.279706745710939","1.0463860222280832"
"VN","Vietnam","2030","32","1466229","1.3221074307451275","749554","1.3434826027056095","716675","1.3004674079559229","1.045877140963477"
"VN","Vietnam","2030","33","1522727","1.3730520141780278","778267","1.3949470948856073","744460","1.350885640669573","1.0454114391639577"
"VN","Vietnam","2030","34","1575329","1.4204835511835399","804980","1.4428268350591973","770349","1.3978634210087377","1.0449549489906522"
"VN","Vietnam","2030","35","1630072","1.4698456406533844","832752","1.4926047014201802","797320","1.446804581869629","1.044438870215221"
"VN","Vietnam","2030","36","1682887","1.5174692410287718","859508","1.5405615137619078","823379","1.4940908415883625","1.0438789427469002"
"VN","Vietnam","2030","37","1726006","1.5563499003980104","881269","1.579565407967631","844737","1.5328467391697245","1.0432465962778947"
"VN","Vietnam","2030","38","1754822","1.5823334593948326","895721","1.6054688259659362","859101","1.5589114321587068","1.0426259543406422"
"VN","Vietnam","2030","39","1775437","1.6009221277984795","905979","1.623855019006803","869458","1.5777050847127927","1.0420043291337822"
"VN","Vietnam","2030","40","1794636","1.6182339805601391","915421","1.640778633229056","879215","1.595409986515459","1.0411799161752244"
"VN","Vietnam","2030","41","1790761","1.6147398699579498","919289","1.6477115436094492","871472","1.5813596580683906","1.0548692327464335"
"VN","Vietnam","2030","42","1782352","1.6071574245247089","907989","1.6274576947732433","874363","1.5866056221056468","1.038457711499686"
"VN","Vietnam","2030","43","1648718","1.4866588500181384","842397","1.5098921679710833","806321","1.4631376577255069","1.0447414863311262"
"VN","Vietnam","2030","44","1705957","1.5382715975687735","865581","1.551446613229366","840376","1.5249333357914907","1.0299925271545118"
"VN","Vietnam","2030","45","1777373","1.6026678305406314","901746","1.6162678913852404","875627","1.5888992570219707","1.0298289111687968"
"VN","Vietnam","2030","46","1797711","1.6210067263928443","909515","1.630192860554133","888196","1.6117067706796229","1.0240025850150192"
"VN","Vietnam","2030","47","1728027","1.5581722481469198","871498","1.5620521020403244","856529","1.5542443206042886","1.0174763493121657"
"VN","Vietnam","2030","48","1527763","1.377593005401931","767517","1.3756790528511638","760246","1.3795306729394194","1.009564009544279"
"VN","Vietnam","2030","49","1466517","1.3223671220621416","735358","1.3180380329641248","731159","1.326749851095189","1.005742936898814"
"VN","Vietnam","2030","50","1472231","1.3275194699281827","739582","1.3256090292016587","732649","1.3294535821278808","1.0094629215354147"
"VN","Vietnam","2030","51","1422892","1.2830301994762043","714383","1.2804429462969198","708509","1.2856495102291037","1.0082906498012023"
"VN","Vietnam","2030","52","1365768","1.2315211481111825","684030","1.2260389574716672","681738","1.2370712662853522","1.0033619953706556"
"VN","Vietnam","2030","53","1362976","1.2290035850656826","682256","1.2228592824419833","680720","1.2352240191771107","1.002256434363615"
"VN","Vietnam","2030","54","1379887","1.2442523345866174","689808","1.2363953060181803","690079","1.2522067163146686","0.9996072913391075"
"VN","Vietnam","2030","55","1277935","1.1523216083635464","643776","1.1538886538386912","634159","1.1507351462823734","1.015164966514707"
"VN","Vietnam","2030","56","1260427","1.1365345403833838","631045","1.1310699149419006","629382","1.1420668757164887","1.0026422744851298"
"VN","Vietnam","2030","57","1269288","1.1445245569113838","626090","1.1221886918460247","643198","1.1671371763525078","0.9734016585872468"
"VN","Vietnam","2030","58","1200946","1.082900168066269","580190","1.0399186332989585","620756","1.126414269080248","0.9346506517858869"
"VN","Vietnam","2030","59","1194400","1.0769976008399644","579391","1.0384865248723987","615009","1.115985851466235","0.9420854003762547"
"VN","Vietnam","2030","60","1145790","1.0331656740341784","549931","0.985683127818007","595859","1.0812365566500968","0.9229213622685903"
"VN","Vietnam","2030","61","1124629","1.0140846741753586","536664","0.961903675383499","587965","1.0669122259305879","0.9127482078014848"
"VN","Vietnam","2030","62","1022200","0.9217238342084825","500549","0.8971720160277847","521651","0.946579863714536","0.9595476669267384"
"VN","Vietnam","2030","63","1026288","0.925410008180547","494966","0.8871651808018965","531322","0.9641287112428322","0.9315744501451098"
"VN","Vietnam","2030","64","1029306","0.9281313567734264","491120","0.8802717026935737","538186","0.976584019839071","0.9125469633175147"
"VN","Vietnam","2030","65","1057017","0.9531185306823984","496723","0.890314385439526","560294","1.0167008558597073","0.8865399236829236"
"VN","Vietnam","2030","66","1006446","0.9075183584854143","467872","0.8386025453710859","538574","0.9772880786583223","0.8687237037064545"
"VN","Vietnam","2030","67","969142","0.8738811192843643","450972","0.8083113909169375","518170","0.9402632947717173","0.8703166914333134"
"VN","Vietnam","2030","68","793029","0.7150789772241427","365542","0.6551887089632153","427487","0.7757113207867632","0.8550950087371078"
"VN","Vietnam","2030","69","925162","0.8342240910819685","418673","0.7504194383894498","506489","0.9190671322261658","0.8266181496537931"
"VN","Vietnam","2030","70","853997","0.7700541863065364","380436","0.6818843571549364","473561","0.8593164909882649","0.8033516273510699"
"VN","Vietnam","2030","71","768741","0.6931783428226013","328878","0.589473035181742","439863","0.7981686196193756","0.7476828012358393"
"VN","Vietnam","2030","72","718520","0.6478937677122666","314486","0.5636771597436293","404034","0.7331538684983616","0.7783651870882153"
"VN","Vietnam","2030","73","616550","0.5559468107818821","265889","0.47657306311592196","350661","0.636304045405842","0.7582508462589225"
"VN","Vietnam","2030","74","563348","0.5079742501992567","236760","0.4243629425185912","326588","0.5926215506743069","0.7249500900216787"
"VN","Vietnam","2030","75","553385","0.4989905537012924","234692","0.42065630894396516","318693","0.5782954053702123","0.7364203167311488"
"VN","Vietnam","2030","76","441284","0.397908413671352","181550","0.3254058633816955","259734","0.47130931278197735","0.6989843455227271"
"VN","Vietnam","2030","77","424618","0.3828805821110717","168866","0.30267136615705537","255752","0.4640836369617234","0.6602724514373299"
"VN","Vietnam","2030","78","313558","0.28273711798742257","121696","0.21812499008592023","191862","0.34814982778140613","0.6342892287164733"
"VN","Vietnam","2030","79","341124","0.30759354453192567","132240","0.23702380266370374","208884","0.3790376865991767","0.6330786465215144"
"VN","Vietnam","2030","80","298408","0.26907627266531486","109563","0.1963780920390455","188845","0.34267522608635187","0.580174216950409"
"VN","Vietnam","2030","81","235957","0.21276383364148985","83703","0.1500272485961887","152254","0.27627776151103506","0.5497589554297424"
"VN","Vietnam","2030","82","205438","0.1852446693916281","74310","0.13319146079809305","131128","0.2379428475535553","0.5666981880300165"
"VN","Vietnam","2030","83","156050","0.1407112153475188","55839","0.10008448364291103","100211","0.18184133591749532","0.5572142778736865"
"VN","Vietnam","2030","84","141921","0.1279710118124653","48899","0.08764539418067491","93022","0.1687962873309043","0.5256713465631786"
"VN","Vietnam","2030","85","124291","0.11207393570495648","40403","0.07241736765745328","83888","0.15222187172512847","0.4816302689300019"
"VN","Vietnam","2030","86","98342","0.08867556770077342","30265","0.054246259736970615","68077","0.12353147484063956","0.44457011912980887"
"VN","Vietnam","2030","87","96222","0.0867639510616402","28240","0.050616698330482414","67982","0.12335908930499813","0.4154040775499397"
"VN","Vietnam","2030","88","80038","0.0721707417749741","21461","0.03846618140476215","58577","0.10629292127649784","0.3663724670092357"
"VN","Vietnam","2030","89","84658","0.07633662331874556","23633","0.042359222083721344","61025","0.1107350243422893","0.3872675133142155"
"VN","Vietnam","2030","90","68648","0.061900310869442296","18255","0.032719823938489954","50393","0.09144236102713617","0.36225269382652353"
"VN","Vietnam","2030","91","50311","0.04536572864690175","12752","0.022856378792858064","37559","0.06815398245427357","0.3395191565270641"
"VN","Vietnam","2030","92","46976","0.042358539264114335","10881","0.019502843290863284","36095","0.06549743062081004","0.3014544950824214"
"VN","Vietnam","2030","93","35928","0.03239649179753704","8010","0.01435693178566445","27918","0.050659572463548255","0.2869116698903933"
"VN","Vietnam","2030","94","28558","0.025750918858663513","5843","0.010472852986721272","22715","0.0412182888641557","0.2572309046885318"
"VN","Vietnam","2030","95","22108","0.019934915404696864","4134","0.007409682397245548","17974","0.03261534334335613","0.229998887281629"
"VN","Vietnam","2030","96","17184","0.015494915248521389","3145","0.005637022530076741","14039","0.025474952998630063","0.22401880475817365"
"VN","Vietnam","2030","97","13222","0.01192235622765071","2262","0.004054354519247564","10960","0.019887847059262446","0.2063868613138686"
"VN","Vietnam","2030","98","8805","0.007939520994135873","1372","0.0024591398763959584","7433","0.013487807225501622","0.1845822682631508"
"VN","Vietnam","2030","99","7761","0.006998139969958944","1254","0.0022476395080178804","6507","0.011807501899144228","0.19271553711387737"
"VN","Vietnam","2030","100+","13183","0.011887189695138354","1637","0.002934119517245032","11546","0.020951193626482133","0.14178070327386108"
"VN","Vietnam","2031","TOTAL","111659144","100","56182307","100","55476837","100","1.0127164784106202"
"VN","Vietnam","2031","0","1442481","1.2918610588667956","750360","1.3355806125939256","692121","1.2475855463785723","1.084145691288084"
"VN","Vietnam","2031","1","1454039","1.3022122039552801","757301","1.3479350358467836","696738","1.255907938659156","1.0869236355703291"
"VN","Vietnam","2031","2","1467693","1.3144404904268296","765356","1.3622722897441717","702337","1.2660004390661277","1.0897275809191314"
"VN","Vietnam","2031","3","1483250","1.3283730708163048","774387","1.3783467453552591","708863","1.2777639071239768","1.0924353506954094"
"VN","Vietnam","2031","4","1499863","1.3432513865590803","783973","1.3954090564490347","715890","1.2904304547860217","1.0951025995613852"
"VN","Vietnam","2031","5","1517665","1.3591945501570386","794183","1.4135820374909134","723482","1.3041154455146748","1.0977232329207913"
"VN","Vietnam","2031","6","1537477","1.3769378350240622","805447","1.4336310539900043","732030","1.319523677963111","1.1002923377457208"
"VN","Vietnam","2031","7","1559147","1.3963451125865696","817699","1.4554386312402585","741448","1.3365001324787136","1.1028406577399898"
"VN","Vietnam","2031","8","1582488","1.4172489088757476","830853","1.4788516961398541","751635","1.3548627510973634","1.1053942405555888"
"VN","Vietnam","2031","9","1603790","1.436326611996954","842972","1.500422544058221","760818","1.371415605399421","1.107981146607993"
"VN","Vietnam","2031","10","1623587","1.4540564631231636","854319","1.5206192938997682","769268","1.3866471875460382","1.1105609488500756"
"VN","Vietnam","2031","11","1645559","1.473734206667391","866796","1.5428273531024632","778763","1.4037624387273557","1.113042093679335"
"VN","Vietnam","2031","12","1649226","1.477018308505034","875202","1.5577893588456593","774024","1.3952201348465487","1.130716876996062"
"VN","Vietnam","2031","13","1643519","1.4719072179166983","873309","1.554419970685789","770210","1.3883451935084188","1.1338582983861545"
"VN","Vietnam","2031","14","1662763","1.4891418117982347","878717","1.564045776902682","784046","1.413285332038667","1.1207467419003476"
"VN","Vietnam","2031","15","1682519","1.5068349440328863","890418","1.5848726183494033","792101","1.4278049053157085","1.1241217975990436"
"VN","Vietnam","2031","16","1679739","1.5043452240687067","888830","1.5820461057250639","790909","1.4256562608282806","1.123808175150365"
"VN","Vietnam","2031","17","1673872","1.499090840245023","887461","1.579609395534434","786411","1.4175483724856195","1.1284951507545038"
"VN","Vietnam","2031","18","1653760","1.481078880561721","876894","1.5608009831280156","776866","1.4003429935992926","1.1287583701693729"
"VN","Vietnam","2031","19","1609472","1.4414153130172662","849828","1.5126256741290458","759644","1.3692994068857962","1.1187187682651347"
"VN","Vietnam","2031","20","1579057","1.4141761645602442","831636","1.4802453733343488","747421","1.347266788119157","1.1126741153914594"
"VN","Vietnam","2031","21","1568298","1.404540590065781","823248","1.4653154061473481","745050","1.342992932347603","1.1049567143144756"
"VN","Vietnam","2031","22","1572454","1.4082626318539573","826627","1.4713297551131177","745827","1.3443935168834518","1.1083361154798632"
"VN","Vietnam","2031","23","1561905","1.3988151297308888","822845","1.4645980984725315","739060","1.3321956332874565","1.1133669796768868"
"VN","Vietnam","2031","24","1536845","1.3763718267444358","803492","1.4301513108032393","733353","1.3219084570376642","1.0956415259772578"
"VN","Vietnam","2031","25","1524951","1.3657197658617193","786396","1.3997218020968771","738555","1.33128534346686","1.0647764892255824"
"VN","Vietnam","2031","26","1542324","1.3812787244723996","789651","1.405515441008857","752673","1.3567338022533622","1.0491289045840624"
"VN","Vietnam","2031","27","1510294","1.3525932099210791","773059","1.375983011875963","737235","1.3289059720546073","1.0485923755654574"
"VN","Vietnam","2031","28","1486123","1.3309460799735309","760496","1.3536218795714459","725627","1.3079819240595856","1.04805361432251"
"VN","Vietnam","2031","29","1493129","1.3372205325163518","763896","1.3596736068527766","729233","1.3144819341448757","1.04753350438063"
"VN","Vietnam","2031","30","1464661","1.3117250836169765","749152","1.3334304694892647","715509","1.289743681673849","1.047019674106126"
"VN","Vietnam","2031","31","1454714","1.3028167222919065","743888","1.3240609717219338","710826","1.2813023208226526","1.0465120859394563"
"VN","Vietnam","2031","32","1441526","1.2910057773683095","736965","1.3117385870252711","704561","1.2700093193849535","1.0459917594076311"
"VN","Vietnam","2031","33","1464489","1.3115710433889767","748521","1.332307340102641","715968","1.2905710540058366","1.045467115848753"
"VN","Vietnam","2031","34","1520868","1.3620631016121707","777159","1.3832806830093325","743709","1.3405757072992464","1.0449772693351835"
"VN","Vietnam","2031","35","1573442","1.409147467582234","803828","1.4307493638522177","769614","1.3872708712647046","1.0444560519948962"
"VN","Vietnam","2031","36","1628132","1.4581268865897807","831533","1.4800620415961203","796599","1.4359127936583695","1.0438539340370752"
"VN","Vietnam","2031","37","1680769","1.5052676742712625","858167","1.5274684252464037","822602","1.4827846079256464","1.0432347599446634"
"VN","Vietnam","2031","38","1723696","1.5437123537325343","879809","1.5659894493118627","843887","1.5211519719482205","1.0425673105522422"
"VN","Vietnam","2031","39","1752298","1.5693278107165143","894144","1.5915045994818262","858154","1.5468690112956511","1.0419388594587917"
"VN","Vietnam","2031","40","1772693","1.5875932203098388","904284","1.609552986138501","868409","1.565354203593114","1.041311179409702"
"VN","Vietnam","2031","41","1791657","1.6045770510295154","913600","1.6261347188893474","878057","1.5827452455517605","1.0404791488479677"
"VN","Vietnam","2031","42","1787520","1.6008720253130364","917318","1.6327524606634614","870202","1.5685861830947574","1.054143750531486"
"VN","Vietnam","2031","43","1778848","1.5931055319571497","905866","1.6123688192441084","872982","1.5735972834932894","1.0376685888139732"
"VN","Vietnam","2031","44","1645184","1.4733983631470433","840220","1.4955242047999204","804964","1.4509911587064706","1.0437982319706223"
"VN","Vietnam","2031","45","1701944","1.5242316383869108","863048","1.5361562137346905","838896","1.512155424434165","1.0287902195266159"
"VN","Vietnam","2031","46","1772776","1.5876675536756757","898767","1.5997331686646472","874009","1.575448506554186","1.0283269394251089"
"VN","Vietnam","2031","47","1792674","1.6054878586566992","906215","1.612990011250339","886459","1.5978903051015687","1.0222864227223143"
"VN","Vietnam","2031","48","1722822","1.5429296144344433","868097","1.5451430287474668","854725","1.540688053286095","1.0156447980344556"
"VN","Vietnam","2031","49","1522840","1.3638291907378406","764355","1.3604905900357562","758485","1.3672102466836744","1.0077391115183556"
"VN","Vietnam","2031","50","1461412","1.3088153353566816","732140","1.3031504740451474","729272","1.3145522337547833","1.003932689037835"
"VN","Vietnam","2031","51","1466706","1.313556550281274","736156","1.3102986319162722","730550","1.3168558978948277","1.0076736705222094"
"VN","Vietnam","2031","52","1417192","1.26921266743725","710910","1.2653627769326028","706282","1.2731115149913828","1.006552623456353"
"VN","Vietnam","2031","53","1359910","1.217911898017058","680506","1.2112460956791966","679404","1.2246624658864382","1.0016220098792472"
"VN","Vietnam","2031","54","1356696","1.2150334951519957","678490","1.2076577773853252","678206","1.222503006074409","1.0004187518246668"
"VN","Vietnam","2031","55","1372895","1.2295410396483069","685596","1.2203058874033066","687299","1.2388936305074494","0.9975221846678083"
"VN","Vietnam","2031","56","1270819","1.1381235378268706","639444","1.1381590293186072","631375","1.1380875950083456","1.0127800435557315"
"VN","Vietnam","2031","57","1252853","1.12203349866268","626443","1.1150182921466718","626410","1.1291379139008952","1.0000526811513226"
"VN","Vietnam","2031","58","1261014","1.1293423492481727","621081","1.1054743622400554","639933","1.1535138529977835","0.9705406659759693"
"VN","Vietnam","2031","59","1192409","1.0679008966789143","575042","1.023528635091471","617367","1.1128374171728643","0.9314427236959539"
"VN","Vietnam","2031","60","1184861","1.0611410383013504","573520","1.0208195971731813","611341","1.101975226165111","0.938134363636661"
"VN","Vietnam","2031","61","1135558","1.0169861234114423","543578","0.9675252388621207","591980","1.0670759762313053","0.9182371026048177"
"VN","Vietnam","2031","62","1113629","0.9973468899242144","529787","0.9429783650571701","583842","1.0524067909639476","0.9074150198170052"
"VN","Vietnam","2031","63","1011293","0.905696536595337","493575","0.8785239096714202","517718","0.9332147036428916","0.9533665045449453"
"VN","Vietnam","2031","64","1014633","0.9086877828832363","487613","0.8679120278916279","527020","0.949982061882872","0.9252267466130317"
"VN","Vietnam","2031","65","1016547","0.9104019282110921","483188","0.8600358828269548","533359","0.9614084523239853","0.9059339019309696"
"VN","Vietnam","2031","66","1042790","0.933904705556403","488038","0.8686684938017943","554752","0.99997049218938","0.8797408571758191"
"VN","Vietnam","2031","67","991968","0.8883894005134053","459165","0.8172768697447756","532803","0.9604062322442788","0.8617913187425746"
"VN","Vietnam","2031","68","953936","0.8543285984710756","441875","0.7865020565994202","512061","0.9230176550981088","0.8629342988433019"
"VN","Vietnam","2031","69","779258","0.6978899999448321","357398","0.636139772615603","421860","0.7604254727067442","0.8471957521452614"
"VN","Vietnam","2031","70","906665","0.8119935076700928","407920","0.7260648801766008","498745","0.8990148446999601","0.8178929112071299"
"VN","Vietnam","2031","71","834471","0.7473378087154241","369240","0.6572175827525203","465231","0.8386040465861454","0.7936702412349994"
"VN","Vietnam","2031","72","749433","0.6711792452931575","318167","0.5663117393879892","431266","0.7773802965731446","0.737751179086689"
"VN","Vietnam","2031","73","698593","0.6256478197611831","303255","0.5397695754999879","395338","0.7126181328614679","0.7670777916618184"
"VN","Vietnam","2031","74","597956","0.5355190614751623","255550","0.4548585019835515","342406","0.6172053392301367","0.7463362207437954"
"VN","Vietnam","2031","75","544389","0.4875453818632176","226459","0.4030788554126124","317930","0.573086025073852","0.7122920139653383"
"VN","Vietnam","2031","76","532545","0.4769381001165475","223318","0.39748812735653594","309227","0.5573983967398862","0.7221814395250091"
"VN","Vietnam","2031","77","423281","0.3790831496970817","171978","0.30610704540844147","251303","0.45298725304039955","0.6843451928548405"
"VN","Vietnam","2031","78","405794","0.3634220946562155","159148","0.28327067452036103","246646","0.4445927585958082","0.645248655968473"
"VN","Vietnam","2031","79","298370","0.26721501644325696","114027","0.20295891373773595","184343","0.33228823049158335","0.6185588820839414"
"VN","Vietnam","2031","80","322362","0.2887018370837591","122856","0.21867382555152107","199506","0.35962035831278555","0.615801028540495"
"VN","Vietnam","2031","81","280090","0.250843764304695","100880","0.17955830827666083","179210","0.3230357202953009","0.5629150159031304"
"VN","Vietnam","2031","82","220235","0.19723866054355568","76505","0.13617276342888518","143730","0.25908110082051","0.5322827523829402"
"VN","Vietnam","2031","83","190466","0.17057805852425306","67384","0.11993811503682111","123082","0.22186196375975795","0.5474724167628086"
"VN","Vietnam","2031","84","143688","0.12868449000468785","50207","0.0893644328275804","93481","0.16850455983999232","0.5370824017714829"
"VN","Vietnam","2031","85","129436","0.11592064506602343","43424","0.07729123690132553","86012","0.15504128326566274","0.5048597870064642"
"VN","Vietnam","2031","86","112230","0.10051124876973802","35404","0.06301628019653946","76826","0.13848302130130455","0.4608335719678234"
